gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Astro	CC1	CC2	CC3	Endo	L2/3 IT	L4	L5 PT	L6 CT	L6 IT	L6b	Lamp5	NP	Pvalb	Sncg	Sst	Vip
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC00B974CC4	0.0	0.0	0.0	0.0	0.0	0.029	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CS0C61C245A	0.0	0.0	0.0	0.0	0.0	0.029	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.129	0.008	0.028	0.005	0.0	0.007	0.016	0.007	0.024	0.074	0.018	0.0	0.002	0.002	0.0	0.002	0.002
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.129	0.008	0.028	0.005	0.0	0.007	0.016	0.007	0.024	0.074	0.018	0.0	0.002	0.002	0.0	0.002	0.002
CYP27B1	O15528	True	CP27B_HUMAN	Calcitriol_byCYP27B1	CPI-CS01DAEDE79	0.0	0.0	0.006	0.0	0.0	0.004	0.007	0.002	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS06A0713BD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS0CDFC0C7D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS0D81115C8	0.165	0.091	0.207	0.165	0.027	0.079	0.183	0.102	0.07	0.153	0.158	0.041	0.157	0.065	0.094	0.093	0.084
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS03D61E885	0.165	0.091	0.207	0.165	0.027	0.079	0.183	0.102	0.07	0.153	0.158	0.041	0.157	0.065	0.094	0.093	0.084
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0406B0B69	0.066	0.101	0.046	0.109	0.318	0.106	0.055	0.126	0.122	0.237	0.135	0.107	0.048	0.177	0.271	0.278	0.123
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0F51152EA	0.066	0.101	0.046	0.109	0.318	0.106	0.055	0.126	0.122	0.237	0.135	0.107	0.048	0.177	0.271	0.278	0.123
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS05F96EA59	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D33FF37B	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0A5499A2C	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0AB9AD0C3	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS07947C107	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D4E32D9D	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS043102EAA	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09918B680	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09342A843	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0E8345356	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS090BF1875	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0DA514FAE	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS09EDD1969	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0B66F51DF	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS07E858C0F	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS01A3364DC	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS05E2B5099	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0E6D457AD	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS06FE13C35	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS04C3CEB1B	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0C22FCA29	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS00979A178	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0CCD9D09E	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0E52EA029	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS08E4B4F26	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS09B74556F	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS046C11B05	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS029C8858F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.014	0.001	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0669F64A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.014	0.001	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0B87D36A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.014	0.001	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0DAC88EFA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.014	0.001	0.0
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0168A25C9	0.0	0.006	0.0	0.004	0.0	0.002	0.001	0.0	0.0	0.0	0.003	0.017	0.0	0.009	0.0	0.002	0.005
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0EF401B5F	0.0	0.006	0.0	0.004	0.0	0.002	0.001	0.0	0.0	0.0	0.003	0.017	0.0	0.009	0.0	0.002	0.005
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0A04F7238	0.0	0.006	0.0	0.004	0.0	0.002	0.001	0.0	0.0	0.0	0.003	0.017	0.0	0.009	0.0	0.002	0.005
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0B08AEA2D	0.0	0.006	0.0	0.004	0.0	0.002	0.001	0.0	0.0	0.0	0.003	0.017	0.0	0.009	0.0	0.002	0.005
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS0FF6E7611	0.026	0.0	0.0	0.001	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS045AC7D7C	0.026	0.0	0.0	0.001	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS0D98D69FC	0.026	0.0	0.0	0.001	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
IL12A	P29459	True	IL12A_HUMAN	IL12	CPI-CC025CA2E0D	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL12A	P29459	True	IL12A_HUMAN	IL35	CPI-CC0D8A77C69	0.0	0.064	0.008	0.031	0.0	0.039	0.024	0.0	0.026	0.04	0.008	0.007	0.0	0.002	0.013	0.004	0.009
IL12B	P29460	True	IL12B_HUMAN	IL12	CPI-CC025CA2E0D	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL12B	P29460	True	IL12B_HUMAN	IL23	CPI-CC08EF3C145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL23A	Q9NPF7	True	IL23A_HUMAN	IL23	CPI-CC08EF3C145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBI3	Q14213	True	IL27B_HUMAN	IL35	CPI-CC0D8A77C69	0.0	0.064	0.008	0.031	0.0	0.039	0.024	0.0	0.026	0.04	0.008	0.007	0.0	0.002	0.013	0.004	0.009
TYR	P14679	True	TYRO_HUMAN	Ldopa_byTYR	CPI-CS034170CC8	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.007	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0F5B070C5	0.301	0.2	0.397	0.366	0.701	0.399	0.283	0.367	0.351	0.409	0.478	0.65	0.415	0.615	0.697	0.574	0.464
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0AFE4D0CB	0.301	0.2	0.397	0.366	0.701	0.399	0.283	0.367	0.351	0.409	0.478	0.65	0.415	0.615	0.697	0.574	0.464
DPEP1	P16444	True	DPEP1_HUMAN	LeukotrieneE4_byDPEP1	CPI-CS0150916A7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPEP2	Q9H4A9	True	DPEP2_HUMAN	LeukotrieneE4_byDPEP2	CPI-CS048E474A5	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C94B5884	0.0	0.0	0.003	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C1CAC8F7	0.0	0.0	0.003	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPO	P07202	True	PERT_HUMAN	Lthyroxine_byTPO	CPI-CS0245870E9	0.0	0.0	0.0	0.0	0.0	0.001	0.004	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS092C03024	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS086A43130	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS0AAB81D2A	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS0F38E0E82	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS03367AA19	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS0965866AD	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS0C2C1436F	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS0B163FBF9	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS0567F5A28	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS0377ED1BC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS0E8CA54FD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS0DDBC236B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS0102B6543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS05A217639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS0749A56F0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS0ED38DC11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS09C112D46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC6A2	CPI-CS0389CC0EC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS0F807CD4F	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS09DA5DAD3	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS07CECA9C9	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS025F16589	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS01FAF361D	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS03C9B1F6C	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS08B421238	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS085B8BFD8	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A1	CPI-CS05A668606	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A2	CPI-CS098539E78	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A2	CPI-CS078C6CB4F	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A2	CPI-CS02EA1C9D1	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A2	CPI-CS0EAD92BCF	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A2	CPI-CS0345842F1	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A2	CPI-CS04395827F	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A2	CPI-CS0B9360E04	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A2	CPI-CS0E8897714	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH_and_SLC18A2	CPI-CS067A8F850	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0
HSD3B1	P14060	True	3BHS1_HUMAN	Progesterone_byHSD3B1	CPI-CS0B678BD26	0.0	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.001	0.001	0.001	0.0	0.0	0.001	0.001	0.002
HSD3B1	P14060	True	3BHS1_HUMAN	Progesterone_byHSD3B1	CPI-CC00F72C88E	0.0	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.001	0.001	0.001	0.0	0.0	0.001	0.001	0.002
HSD3B1	P14060	True	3BHS1_HUMAN	Progesterone_byHSD3B1	CPI-CC0D9FA0EF1	0.0	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.001	0.001	0.001	0.0	0.0	0.001	0.001	0.002
HSD3B1	P14060	True	3BHS1_HUMAN	Progesterone_byHSD3B1	CPI-CC06974BF7D	0.0	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.001	0.001	0.001	0.0	0.0	0.001	0.001	0.002
HSD3B1	P14060	True	3BHS1_HUMAN	Progesterone_byHSD3B1	CPI-CC0781A8930	0.0	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.001	0.001	0.001	0.0	0.0	0.001	0.001	0.002
HSD3B1	P14060	True	3BHS1_HUMAN	Progesterone_byHSD3B1	CPI-CC090601624	0.0	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.001	0.001	0.001	0.0	0.0	0.001	0.001	0.002
HSD3B1	P14060	True	3BHS1_HUMAN	Progesterone_byHSD3B1	CPI-CC09444672C	0.0	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.001	0.001	0.001	0.0	0.0	0.001	0.001	0.002
PTGIS	Q16647	True	PTGIS_HUMAN	Prostacyclin_byPTGIS	CPI-CS09A35DD21	0.0	0.004	0.003	0.001	0.208	0.004	0.003	0.005	0.001	0.004	0.0	0.003	0.0	0.0	0.0	0.001	0.02
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS09DCEBC2B	0.135	0.01	0.009	0.008	0.144	0.0	0.007	0.0	0.009	0.004	0.003	0.0	0.0	0.0	0.0	0.009	0.057
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS0F0453B03	0.135	0.01	0.009	0.008	0.144	0.0	0.007	0.0	0.009	0.004	0.003	0.0	0.0	0.0	0.0	0.009	0.057
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS080C76630	0.135	0.01	0.009	0.008	0.144	0.0	0.007	0.0	0.009	0.004	0.003	0.0	0.0	0.0	0.0	0.009	0.057
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS023F349AF	0.135	0.01	0.009	0.008	0.144	0.0	0.007	0.0	0.009	0.004	0.003	0.0	0.0	0.0	0.0	0.009	0.057
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS0DEB18CB6	0.329	0.527	0.636	0.583	0.05	0.561	0.422	0.724	0.504	0.523	0.58	0.521	0.624	0.681	0.459	0.5	0.417
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS0086A177F	0.329	0.527	0.636	0.583	0.05	0.561	0.422	0.724	0.504	0.523	0.58	0.521	0.624	0.681	0.459	0.5	0.417
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS0F721837F	0.329	0.527	0.636	0.583	0.05	0.561	0.422	0.724	0.504	0.523	0.58	0.521	0.624	0.681	0.459	0.5	0.417
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS08E678B9D	0.329	0.527	0.636	0.583	0.05	0.561	0.422	0.724	0.504	0.523	0.58	0.521	0.624	0.681	0.459	0.5	0.417
